dataset,model,mean_accuracy,std_accuracy,mean_roc_auc,std_roc_auc,mean_brier,std_brier
wdbc,gradient_boosting,0.9578171091445429,0.020012339130132402,0.9907061447063084,0.00903882696273961,0.028827701280067182,0.016395845453930375
wdbc,logistic_regression,0.9754230709517155,0.01567220354891,0.99537983716251,0.0059749016146090975,0.019885411500300848,0.008492464601792909
wdbc,random_forest,0.9543238627542306,0.011366375671823341,0.9895776684222476,0.008612184939686802,0.03359747244216736,0.007691127386955505
