dataset,model,mean_accuracy,std_accuracy,mean_roc_auc,std_roc_auc,mean_brier,std_brier
statlog_heart,gradient_boosting,0.8,0.08526566246830619,0.8652777777777778,0.03612446334344435,0.15054627989740882,0.04335886390344783
statlog_heart,logistic_regression,0.8518518518518519,0.07746852097537739,0.9,0.04031368131583331,0.12204753223023945,0.0371542295862485
statlog_heart,random_forest,0.8222222222222222,0.07124216319137536,0.8876388888888889,0.04721813707820125,0.13160555555555556,0.029175703049767562
