dataset,model,mechanism,rate,mean_accuracy,std_accuracy,mean_roc_auc,std_roc_auc,mean_brier,std_brier,mean_accuracy_change,mean_roc_auc_change,mean_brier_change
wdbc,logistic_regression,mnar,0.5,0.9631423691973297,0.0168408633745767,0.992941629102782,0.0060856432600122,0.0251067112015549,0.0101659946777612,-0.0122807017543859,-0.0024382080597278,0.0052212997012541
wdbc,random_forest,mar,0.1,0.95960254618848,0.0146228412957793,0.9893769269362946,0.0085749267345458,0.0327441526936811,0.0066676913701235,0.0052786834342493,-0.0002007414859527,-0.0008533197484862
wdbc,random_forest,mar,0.2,0.9578326346840552,0.0113903139414761,0.9895421300412292,0.0092022590337895,0.0324925438596491,0.0076506540697299,0.0035087719298245,-3.5538381018196395e-05,-0.0011049285825182
wdbc,random_forest,mar,0.3,0.9543238627542306,0.0113663756718233,0.9911519396308948,0.0058882383858278,0.0334555399006365,0.0070862148843152,0.0,0.0015742712086472,-0.0001419325415308
wdbc,random_forest,mar,0.5,0.949060704859494,0.0156140158679633,0.9887512846241964,0.0085576910541782,0.0357011543238627,0.0092396331199126,-0.0052631578947368,-0.0008263837980509,0.0021036818816953
wdbc,random_forest,mcar,0.1,0.9543393882937432,0.0143359674257767,0.9894078294053728,0.0074605013406046,0.0354528772706101,0.0055555169657467,1.5525539512495356e-05,-0.0001698390168747,0.0018554048284427
wdbc,random_forest,mcar,0.2,0.949060704859494,0.0113303734384381,0.9893665286291392,0.0076047171930129,0.0379094666977177,0.0061702740143928,-0.0052631578947368,-0.0002111397931083,0.0043119942555503
wdbc,random_forest,mcar,0.3,0.9455364073901568,0.0072006960180029,0.9871429264649048,0.0075851714503639,0.0421949708896134,0.0052024758129607,-0.0087874553640738,-0.0024347419573426,0.008597498447446
wdbc,random_forest,mcar,0.5,0.9244837758112094,0.025150739084336,0.9853085242722484,0.0065204203747728,0.051677242276044,0.0084771412575444,-0.0298400869430212,-0.004269144149999,0.0180797698338767
wdbc,random_forest,mnar,0.1,0.9508150908244062,0.0158670899882712,0.9894131152115102,0.0081145832247533,0.033293326734979,0.0059633654785555,-0.0035087719298245,-0.0001645532107372,-0.0003041457071883
wdbc,random_forest,mnar,0.2,0.9508150908244062,0.0146044913732858,0.9898432801806532,0.0080507051767887,0.034403646561093,0.0066984623304684,-0.0035087719298245,0.0002656117584057,0.0008061741189256
