dataset,model,mechanism,fold,rate,train_actual_rate,test_actual_rate,clean_accuracy,clean_roc_auc,clean_brier,accuracy,roc_auc,brier,accuracy_change,roc_auc_change,brier_change
wdbc,gradient_boosting,mar,0,0.1,0.10285714285714286,0.10175438596491228,0.9824561403508771,0.9996724533245988,0.0074928346745583956,0.9824561403508771,0.9983622666229938,0.012999375613050897,0.0,-0.0013101867016049873,0.0055065409384925015
wdbc,gradient_boosting,mar,0,0.2,0.19824175824175824,0.19298245614035087,0.9824561403508771,0.9996724533245988,0.0074928346745583956,1.0,1.0,0.002376578988069441,0.01754385964912286,0.0003275466754012468,-0.005116255686488954
wdbc,gradient_boosting,mar,0,0.3,0.2865934065934066,0.2964912280701754,0.9824561403508771,0.9996724533245988,0.0074928346745583956,0.9912280701754386,0.9996724533245988,0.007051277573149242,0.00877192982456143,0.0,-0.0004415571014091532
wdbc,gradient_boosting,mar,0,0.5,0.48747252747252745,0.5017543859649123,0.9824561403508771,0.9996724533245988,0.0074928346745583956,0.9824561403508771,0.9996724533245988,0.011983226859816669,0.0,0.0,0.004490392185258273
wdbc,gradient_boosting,mar,1,0.1,0.10373626373626374,0.11403508771929824,0.9385964912280702,0.9921388797903701,0.046915140990998305,0.9385964912280702,0.9924664264657714,0.04307605981472035,0.0,0.00032754667540135785,-0.0038390811762779586
wdbc,gradient_boosting,mar,1,0.2,0.20043956043956043,0.2,0.9385964912280702,0.9921388797903701,0.046915140990998305,0.9473684210526315,0.9931215198165739,0.04487577972986249,0.00877192982456132,0.0009826400262038515,-0.0020393612611358178
wdbc,gradient_boosting,mar,1,0.3,0.29406593406593406,0.2982456140350877,0.9385964912280702,0.9921388797903701,0.046915140990998305,0.9298245614035088,0.9885358663609565,0.053350718213589485,-0.00877192982456143,-0.003603013429413604,0.0064355772225911795
wdbc,gradient_boosting,mar,1,0.5,0.4826373626373626,0.4982456140350877,0.9385964912280702,0.9921388797903701,0.046915140990998305,0.9298245614035088,0.9842777595807403,0.06136570648358217,-0.00877192982456143,-0.007861120209629813,0.014450565492583868
wdbc,gradient_boosting,mar,2,0.1,0.1010989010989011,0.1,0.9385964912280702,0.9808201058201058,0.04240254159283157,0.956140350877193,0.9808201058201058,0.0414087882489498,0.01754385964912275,0.0,-0.0009937533438817703
wdbc,gradient_boosting,mar,2,0.2,0.20483516483516484,0.19298245614035087,0.9385964912280702,0.9808201058201058,0.04240254159283157,0.956140350877193,0.9834656084656084,0.03765264692111426,0.01754385964912275,0.002645502645502562,-0.004749894671717311
wdbc,gradient_boosting,mar,2,0.3,0.30725274725274726,0.312280701754386,0.9385964912280702,0.9808201058201058,0.04240254159283157,0.956140350877193,0.9794973544973544,0.03525866359961974,0.01754385964912275,-0.001322751322751392,-0.007143877993211832
wdbc,gradient_boosting,mar,2,0.5,0.4918681318681319,0.5140350877192983,0.9385964912280702,0.9808201058201058,0.04240254159283157,0.956140350877193,0.9814814814814815,0.04067018785612587,0.01754385964912275,0.000661375661375696,-0.0017323537367057024
wdbc,gradient_boosting,mar,3,0.1,0.10285714285714286,0.11228070175438597,0.9736842105263158,0.9990079365079365,0.01840286537881694,0.9736842105263158,0.9976851851851851,0.018450213835395527,0.0,-0.001322751322751392,4.734845657858658e-05
wdbc,gradient_boosting,mar,3,0.2,0.2087912087912088,0.19649122807017544,0.9736842105263158,0.9990079365079365,0.01840286537881694,0.9824561403508771,0.9990079365079365,0.024011908702440465,0.00877192982456132,0.0,0.005609043323623525
wdbc,gradient_boosting,mar,3,0.3,0.3134065934065934,0.2719298245614035,0.9736842105263158,0.9990079365079365,0.01840286537881694,0.9473684210526315,0.9973544973544973,0.028056262946400127,-0.026315789473684292,-0.0016534391534391846,0.009653397567583186
wdbc,gradient_boosting,mar,3,0.5,0.5129670329670329,0.4842105263157895,0.9736842105263158,0.9990079365079365,0.01840286537881694,0.9210526315789473,0.9897486772486772,0.05821250325172071,-0.052631578947368474,-0.0092592592592593,0.03980963787290377
wdbc,gradient_boosting,mar,4,0.1,0.0969298245614035,0.10973451327433628,0.9557522123893806,0.9818913480885312,0.028925123763130688,0.9646017699115044,0.994634473507713,0.02720245078800254,0.008849557522123797,0.012743125419181767,-0.0017226729751281464
wdbc,gradient_boosting,mar,4,0.2,0.19956140350877194,0.20707964601769913,0.9557522123893806,0.9818913480885312,0.028925123763130688,0.9734513274336283,0.993963782696177,0.021185296207027,0.017699115044247704,0.012072434607645843,-0.007739827556103689
wdbc,gradient_boosting,mar,4,0.3,0.30701754385964913,0.30265486725663715,0.9557522123893806,0.9818913480885312,0.028925123763130688,0.9557522123893806,0.9929577464788732,0.028732491472407824,0.0,0.01106639839034207,-0.00019263229072286406
wdbc,gradient_boosting,mar,4,0.5,0.5153508771929824,0.4902654867256637,0.9557522123893806,0.9818913480885312,0.028925123763130688,0.9557522123893806,0.9845741113346748,0.042194647821075286,0.0,0.0026827632461435824,0.013269524057944598
