dataset,model,mechanism,fold,rate,train_actual_rate,test_actual_rate,clean_accuracy,clean_roc_auc,clean_brier,accuracy,roc_auc,brier,accuracy_change,roc_auc_change,brier_change
statlog_heart,random_forest,mnar,0,0.1,0.10185185185185185,0.1111111111111111,0.8333333333333334,0.9319444444444445,0.1106736111111111,0.8518518518518519,0.9326388888888888,0.11104074074074075,0.01851851851851849,0.000694444444444331,0.0003671296296296478
statlog_heart,random_forest,mnar,0,0.2,0.19290123456790123,0.2222222222222222,0.8333333333333334,0.9319444444444445,0.1106736111111111,0.7962962962962963,0.9333333333333335,0.11220925925925927,-0.03703703703703709,0.001388888888888995,0.0015356481481481749
statlog_heart,random_forest,mnar,0,0.3,0.3117283950617284,0.3333333333333333,0.8333333333333334,0.9319444444444445,0.1106736111111111,0.8518518518518519,0.9368055555555556,0.10746388888888889,0.01851851851851849,0.004861111111111094,-0.003209722222222211
statlog_heart,random_forest,mnar,0,0.5,0.5061728395061729,0.5,0.8333333333333334,0.9319444444444445,0.1106736111111111,0.8703703703703703,0.9437500000000001,0.10286898148148146,0.03703703703703698,0.011805555555555625,-0.007804629629629634
statlog_heart,random_forest,mnar,1,0.1,0.10339506172839506,0.1111111111111111,0.9074074074074074,0.9097222222222222,0.1119875,0.9074074074074074,0.8993055555555556,0.11651759259259259,0.0,-0.01041666666666663,0.0045300925925925856
statlog_heart,random_forest,mnar,1,0.2,0.20987654320987653,0.2037037037037037,0.9074074074074074,0.9097222222222222,0.1119875,0.9074074074074074,0.9034722222222221,0.11135972222222222,0.0,-0.006250000000000089,-0.0006277777777777827
statlog_heart,random_forest,mnar,1,0.3,0.31790123456790126,0.2962962962962963,0.9074074074074074,0.9097222222222222,0.1119875,0.9074074074074074,0.9069444444444446,0.11036527777777778,0.0,-0.002777777777777657,-0.0016222222222222193
statlog_heart,random_forest,mnar,1,0.5,0.5015432098765432,0.48148148148148145,0.9074074074074074,0.9097222222222222,0.1119875,0.8888888888888888,0.8916666666666667,0.11740092592592591,-0.0185185185185186,-0.01805555555555549,0.005413425925925905
statlog_heart,random_forest,mnar,2,0.1,0.1111111111111111,0.09876543209876543,0.7407407407407407,0.8097222222222222,0.1729185185185185,0.7592592592592593,0.8104166666666667,0.17703472222222222,0.0185185185185186,0.000694444444444442,0.004116203703703719
statlog_heart,random_forest,mnar,2,0.2,0.2191358024691358,0.22839506172839505,0.7407407407407407,0.8097222222222222,0.1729185185185185,0.7777777777777778,0.8118055555555556,0.17393981481481482,0.03703703703703709,0.002083333333333326,0.0010212962962963257
statlog_heart,random_forest,mnar,2,0.3,0.3271604938271605,0.32098765432098764,0.7407407407407407,0.8097222222222222,0.1729185185185185,0.8333333333333334,0.8361111111111111,0.1619171296296296,0.09259259259259267,0.026388888888888906,-0.011001388888888908
statlog_heart,random_forest,mnar,2,0.5,0.5185185185185185,0.5,0.7407407407407407,0.8097222222222222,0.1729185185185185,0.8518518518518519,0.8631944444444445,0.15288148148148148,0.11111111111111116,0.053472222222222254,-0.02003703703703702
statlog_heart,random_forest,mnar,3,0.1,0.10493827160493827,0.11728395061728394,0.7592592592592593,0.8805555555555555,0.15213842592592589,0.7592592592592593,0.86875,0.1547625,0.0,-0.011805555555555514,0.002624074074074112
statlog_heart,random_forest,mnar,3,0.2,0.20987654320987653,0.25308641975308643,0.7592592592592593,0.8805555555555555,0.15213842592592589,0.7407407407407407,0.8694444444444446,0.1549550925925926,-0.0185185185185186,-0.01111111111111096,0.0028166666666667173
statlog_heart,random_forest,mnar,3,0.3,0.30092592592592593,0.3333333333333333,0.7592592592592593,0.8805555555555555,0.15213842592592589,0.8148148148148148,0.875,0.1471421296296296,0.05555555555555547,-0.005555555555555536,-0.0049962962962962765
statlog_heart,random_forest,mnar,3,0.5,0.5077160493827161,0.4691358024691358,0.7592592592592593,0.8805555555555555,0.15213842592592589,0.7777777777777778,0.8687499999999999,0.15549953703703703,0.01851851851851849,-0.011805555555555625,0.003361111111111148
statlog_heart,random_forest,mnar,4,0.1,0.11265432098765432,0.08024691358024691,0.8703703703703703,0.90625,0.11030972222222223,0.8333333333333334,0.8875000000000001,0.11802685185185187,-0.03703703703703698,-0.018749999999999933,0.007717129629629643
statlog_heart,random_forest,mnar,4,0.2,0.20833333333333334,0.17901234567901234,0.8703703703703703,0.90625,0.11030972222222223,0.8518518518518519,0.9,0.11379722222222224,-0.01851851851851849,-0.006249999999999978,0.0034875000000000184
statlog_heart,random_forest,mnar,4,0.3,0.3055555555555556,0.2654320987654321,0.8703703703703703,0.90625,0.11030972222222223,0.8703703703703703,0.8861111111111113,0.12041018518518518,0.0,-0.020138888888888706,0.01010046296296295
statlog_heart,random_forest,mnar,4,0.5,0.49074074074074076,0.5308641975308642,0.8703703703703703,0.90625,0.11030972222222223,0.8703703703703703,0.8812500000000001,0.12029768518518517,0.0,-0.02499999999999991,0.009987962962962948
