dataset,model,mechanism,rate,mean_accuracy,std_accuracy,mean_roc_auc,std_roc_auc,mean_brier,std_brier,mean_accuracy_change,mean_roc_auc_change,mean_brier_change,source_file,imputer,mean_ece,std_ece,mean_accuracy_change_vs_clean,mean_roc_auc_change_vs_clean,mean_brier_change_vs_clean,mean_ece_change_vs_clean,regime,variant
statlog_heart,logistic_regression,mcar,0.3,0.7777777777777778,0.0858668379212565,0.8380555555555557,0.0757078224671404,0.1671898381810202,0.046212373446647,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.1552198036035713,0.059046714325903,-0.0592592592592592,-0.0586111111111111,0.039192342275815,0.0368007848131494,,
statlog_heart,logistic_regression,mcar,0.5,0.737037037037037,0.0721984766282145,0.7833333333333333,0.0791179187145894,0.1852461894683413,0.0408422099060024,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.1734498860095749,0.0282219280007749,-0.0999999999999999,-0.1133333333333333,0.0572486935631361,0.055030867219153,,
statlog_heart,logistic_regression,mnar,0.1,0.8444444444444444,0.0549348036081159,0.8983333333333334,0.0446112321846979,0.1288354258008334,0.039347467042234,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.1162858781144092,0.0331172688309444,0.0074074074074074,0.0016666666666666,0.0008379298956281,-0.0021331406760126,,
statlog_heart,logistic_regression,mnar,0.2,0.8444444444444444,0.0426328312341531,0.9066666666666666,0.034658274447155,0.1247030268772441,0.0353773372658412,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.1195633653309217,0.0305343402814495,0.0074074074074074,0.0099999999999999,-0.003294469027961,0.0011443465404998,,
statlog_heart,logistic_regression,mnar,0.3,0.8444444444444444,0.042632831234153,0.898611111111111,0.0344293201562236,0.1264197591227914,0.0344465603072384,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.129637397409201,0.0284280564966376,0.0074074074074074,0.0019444444444444,-0.0015777367824137,0.0112183786187791,,
statlog_heart,logistic_regression,mnar,0.5,0.8333333333333334,0.0453609211626514,0.9016666666666668,0.0279749943457005,0.1311139892812094,0.0313445396761542,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.1282174161251175,0.0234153882969044,-0.0037037037037036,0.0049999999999999,0.0031164933760041,0.0097983973346955,,
wdbc,logistic_regression,mar,0.1,0.9701599130569788,0.0252555364263695,0.9949212718169482,0.005838045132283,0.0208526977532028,0.0098890590423772,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0356424453710178,0.0119663131939637,-0.0052631578947368,-0.0004585653455617,0.000967286252902,0.0042844361912006,,
wdbc,logistic_regression,mar,0.2,0.966651141127154,0.0258550697616425,0.9942674349282604,0.0057200951940383,0.0221106438699916,0.0108663632239991,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0349730809076025,0.0111049657155798,-0.0087719298245614,-0.0011124022342495,0.0022252323696907,0.0036150717277853,,
wdbc,logistic_regression,mar,0.3,0.966651141127154,0.0293402712069431,0.9934819511383546,0.0061710078461786,0.0234960730821506,0.0112090973417009,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0362800044271147,0.0123710823892197,-0.0087719298245614,-0.0018978860241552,0.0036106615818497,0.0049219952472975,,
wdbc,logistic_regression,mar,0.5,0.966651141127154,0.0189920409906697,0.992545431937014,0.0060728975418399,0.0274849439616035,0.0099978704748364,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0413060053959126,0.0107332427951174,-0.0087719298245613,-0.0028344052254959,0.0075995324613026,0.0099479962160954,,
wdbc,logistic_regression,mcar,0.1,0.9701599130569788,0.0170757644740154,0.9946589311926683,0.0058372364547827,0.0212479518661676,0.0081720891676243,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0347477918716046,0.0115579760632848,-0.0052631578947368,-0.0007209059698414,0.0013625403658667,0.0033897826917874,,
wdbc,logistic_regression,mcar,0.2,0.966651141127154,0.0235173234682192,0.9921680167135458,0.0065215480931681,0.0240535170191581,0.0102202873619266,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0373613111460256,0.0121412224240631,-0.0087719298245614,-0.0032118204489642,0.0041681055188572,0.0060033019662084,,
wdbc,logistic_regression,mcar,0.3,0.966651141127154,0.0209199515735173,0.9941276860127172,0.0054924336232728,0.0232424634206927,0.0083288074108571,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0335882591234694,0.0110483821906263,-0.0087719298245614,-0.0012521511497928,0.0033570519203919,0.0022302499436522,,
wdbc,logistic_regression,mcar,0.5,0.9578326346840552,0.0226819976175057,0.9957735430671888,0.0044200579063015,0.0280540717773977,0.0067499413853165,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0397505796824343,0.0122937726380323,-0.0175904362676603,0.0003937059046787,0.0081686602770968,0.0083925705026171,,
wdbc,logistic_regression,mnar,0.1,0.971914299021891,0.0199843759179373,0.9957086403000256,0.005852818622646,0.0209619757232382,0.0078998418682391,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.038236198373608,0.010175808590429,-0.0035087719298245,0.0003288031375158,0.0010765642229373,0.0068781891937907,,
wdbc,logistic_regression,mnar,0.2,0.9736531594472908,0.0205555592672821,0.99452977555254,0.0064813986119512,0.0206684905530776,0.0086645514171177,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0343613178839245,0.0063112439184824,-0.0017699115044248,-0.0008500616099699,0.0007830790527767,0.0030033087041073,,
wdbc,logistic_regression,mnar,0.3,0.9718987734823784,0.0189957212437441,0.9940605952684236,0.0063738610880683,0.0230370735178127,0.0103610850891712,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0345132948724715,0.0084840016381986,-0.003524297469337,-0.0013192418940863,0.0031516620175119,0.0031552856926543,,
wdbc,logistic_regression,mnar,0.5,0.9754230709517157,0.0143925184611641,0.9936635099139194,0.0064832209543267,0.0216033971277004,0.0107762771311807,,,,combined_logreg_iterative_calibration_summary.csv,iterative,0.0305400168984667,0.0146958699616895,0.0,-0.0017163272485906,0.0017179856273996,-0.0008179922813504,,
wdbc,logistic_regression,mcar,0.1,0.9701599130569788,0.0170757644740154,0.9946589311926683,0.0058372364547827,0.0212479518661676,0.0081720891676243,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,iterative,,,-0.0052631578947368,-0.0007209059698414,0.0013625403658667,,,
wdbc,logistic_regression,mcar,0.2,0.966651141127154,0.0235173234682192,0.9921680167135458,0.0065215480931681,0.0240535170191581,0.0102202873619266,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,iterative,,,-0.0087719298245614,-0.0032118204489642,0.0041681055188572,,,
wdbc,logistic_regression,mcar,0.3,0.966651141127154,0.0209199515735173,0.9941276860127172,0.0054924336232728,0.0232424634206927,0.0083288074108571,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,iterative,,,-0.0087719298245614,-0.0012521511497928,0.0033570519203919,,,
wdbc,logistic_regression,mcar,0.5,0.9578326346840552,0.0226819976175057,0.9957735430671888,0.0044200579063015,0.0280540717773977,0.0067499413853165,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,iterative,,,-0.0175904362676603,0.0003937059046787,0.0081686602770968,,,
wdbc,logistic_regression,mcar,0.1,0.9666356155876416,0.0189849640173679,0.9954384576190995,0.0059732925582584,0.023573373313019,0.0083087665001007,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,knn,,,-0.0087874553640739,5.86204565896864e-05,0.0036879618127181,,,
wdbc,logistic_regression,mcar,0.2,0.9771619313771154,0.0117516130442982,0.9952359939135242,0.0062771850355972,0.0233346867208928,0.0082747484416181,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,knn,,,0.0017388604253997,-0.0001438432489857,0.0034492752205919,,,
wdbc,logistic_regression,mcar,0.3,0.9631113181183046,0.0113839635566481,0.9933945187056882,0.0069417773546987,0.0300655212138996,0.0101235136874813,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,knn,,,-0.0123117528334109,-0.0019853184568218,0.0101801097135987,,,
wdbc,logistic_regression,mcar,0.5,0.9174041297935104,0.0132608240024173,0.9770790548632016,0.0146054081562759,0.0593217925688368,0.0129979773296252,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,knn,,,-0.0580189411582052,-0.0183007822993083,0.039436381068536,,,
wdbc,logistic_regression,mcar,0.1,0.9683744760130416,0.0132806448718135,0.9938593230355433,0.0076020686547237,0.0243150630334022,0.0088166768678624,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,simple,,,-0.0070485949386741,-0.0015205141269667,0.0044296515331013,,,
wdbc,logistic_regression,mcar,0.2,0.9631113181183046,0.0156529471835063,0.9925444787588582,0.0066499408770146,0.0270788558396077,0.0072095511100851,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,simple,,,-0.0123117528334109,-0.0028353584036518,0.0071934443393068,,,
wdbc,logistic_regression,mcar,0.3,0.9525694767893184,0.0170443626752541,0.9910802021430912,0.0049330195387969,0.0357848586717993,0.0091205002830764,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,simple,,,-0.0228535941623971,-0.0042996350194187,0.0158994471714985,,,
wdbc,logistic_regression,mcar,0.5,0.9402421984163948,0.01303144554325,0.9868243050031456,0.0082185166775171,0.0434635543159504,0.0128469117465455,,,,wdbc_logreg_mcar_imputer_compare_summary.csv,simple,,,-0.0351808725353206,-0.0085555321593644,0.0235781428156496,,,
wdbc,logistic_regression,mar,0.1,0.9701599130569788,0.0252555364263695,0.9949212718169482,0.005838045132283,0.0208526977532028,0.0098890590423772,,,,wdbc_logreg_mar_imputer_compare_summary.csv,iterative,,,-0.0052631578947368,-0.0004585653455617,0.000967286252902,,,
wdbc,logistic_regression,mar,0.2,0.966651141127154,0.0258550697616425,0.9942674349282604,0.0057200951940383,0.0221106438699916,0.0108663632239991,,,,wdbc_logreg_mar_imputer_compare_summary.csv,iterative,,,-0.0087719298245614,-0.0011124022342495,0.0022252323696907,,,
wdbc,logistic_regression,mar,0.3,0.966651141127154,0.0293402712069431,0.9934819511383546,0.0061710078461786,0.0234960730821506,0.0112090973417009,,,,wdbc_logreg_mar_imputer_compare_summary.csv,iterative,,,-0.0087719298245614,-0.0018978860241552,0.0036106615818497,,,
wdbc,logistic_regression,mar,0.5,0.966651141127154,0.0189920409906697,0.992545431937014,0.0060728975418399,0.0274849439616035,0.0099978704748364,,,,wdbc_logreg_mar_imputer_compare_summary.csv,iterative,,,-0.0087719298245613,-0.0028344052254959,0.0075995324613026,,,
wdbc,logistic_regression,mar,0.1,0.971914299021891,0.0189974183616069,0.9949222033319642,0.0060498087080482,0.0214017338744178,0.0092832252652914,,,,wdbc_logreg_mar_imputer_compare_summary.csv,knn,,,-0.0035087719298245,-0.0004576338305457,0.001516322374117,,,
wdbc,logistic_regression,mar,0.2,0.9701443875174662,0.0146459006625602,0.9949902255912738,0.0050629141140459,0.023823860034181,0.0086582798648655,,,,wdbc_logreg_mar_imputer_compare_summary.csv,knn,,,-0.0052786834342493,-0.0003896115712362,0.0039384485338802,,,
wdbc,logistic_regression,mar,0.3,0.9666356155876416,0.0235116086403786,0.99505198720315,0.0051051036303231,0.0243749381122516,0.0083708763598243,,,,wdbc_logreg_mar_imputer_compare_summary.csv,knn,,,-0.0087874553640739,-0.0003278499593599,0.0044895266119508,,,
wdbc,logistic_regression,mar,0.5,0.9613879832324173,0.0228491032330681,0.993992594672254,0.0043282962263305,0.0270325452966976,0.0084541231631505,,,,wdbc_logreg_mar_imputer_compare_summary.csv,knn,,,-0.0140350877192982,-0.0013872424902559,0.0071471337963968,,,
wdbc,logistic_regression,mar,0.1,0.971914299021891,0.0189974183616069,0.9951193595682624,0.0059486491546563,0.0212408331936353,0.0099756321360317,,,,wdbc_logreg_mar_imputer_compare_summary.csv,simple,,,-0.0035087719298245,-0.0002604775942476,0.0013554216933344,,,
wdbc,logistic_regression,mar,0.2,0.971914299021891,0.0168509688611334,0.9935462040113204,0.006243387504384,0.0240438002537509,0.0107195858443382,,,,wdbc_logreg_mar_imputer_compare_summary.csv,simple,,,-0.0035087719298245,-0.0018336331511896,0.00415838875345,,,
wdbc,logistic_regression,mar,0.3,0.9701599130569788,0.0181674188809407,0.9937421037855036,0.0064727300947983,0.0240275025291333,0.0079909043004884,,,,wdbc_logreg_mar_imputer_compare_summary.csv,simple,,,-0.0052631578947368,-0.0016377333770062,0.0041420910288324,,,
wdbc,logistic_regression,mar,0.5,0.9613879832324173,0.0191882258914508,0.9930043005665344,0.0045583141782813,0.0281244167315805,0.0095199850668977,,,,wdbc_logreg_mar_imputer_compare_summary.csv,simple,,,-0.0140350877192982,-0.0023755365959754,0.0082390052312797,,,
wdbc,logistic_regression,mnar,0.1,0.971914299021891,0.0199843759179373,0.9957086403000256,0.005852818622646,0.0209619757232382,0.0078998418682391,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,iterative,,,-0.0035087719298245,0.0003288031375158,0.0010765642229373,,,
wdbc,logistic_regression,mnar,0.2,0.9736531594472908,0.0205555592672821,0.99452977555254,0.0064813986119512,0.0206684905530776,0.0086645514171177,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,iterative,,,-0.0017699115044248,-0.0008500616099699,0.0007830790527767,,,
wdbc,logistic_regression,mnar,0.3,0.9718987734823784,0.0189957212437441,0.9940605952684236,0.0063738610880683,0.0230370735178127,0.0103610850891712,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,iterative,,,-0.003524297469337,-0.0013192418940863,0.0031516620175119,,,
wdbc,logistic_regression,mnar,0.5,0.9754230709517157,0.0143925184611641,0.9936635099139194,0.0064832209543267,0.0216033971277004,0.0107762771311807,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,iterative,,,0.0,-0.0017163272485906,0.0017179856273996,,,
wdbc,logistic_regression,mnar,0.1,0.9701443875174662,0.0132675932178397,0.995842778462333,0.0058211975164984,0.0225973189967566,0.0078893653001117,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,knn,,,-0.0052786834342493,0.000462941299823,0.0027119074964558,,,
wdbc,logistic_regression,mnar,0.2,0.9701443875174662,0.0132675932178397,0.9947914879457624,0.0063625313971024,0.023722492778452,0.0103109517989949,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,knn,,,-0.0052786834342493,-0.0005883492167475,0.0038370812781511,,,
wdbc,logistic_regression,mnar,0.3,0.9736531594472908,0.012378100897397,0.994711031044146,0.0051169557895587,0.0230471847236566,0.0090493499037289,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,knn,,,-0.0017699115044248,-0.0006688061183639,0.0031617732233558,,,
wdbc,logistic_regression,mnar,0.5,0.971914299021891,0.0143877864423913,0.9935980005788392,0.0040301968051274,0.0242629979180761,0.0080704439424356,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,knn,,,-0.0035087719298245,-0.0017818365836708,0.0043775864177752,,,
wdbc,logistic_regression,mnar,0.1,0.9701443875174662,0.0132675932178397,0.9957117597921724,0.0059722826785336,0.0222039577439182,0.0079269367630861,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,simple,,,-0.0052786834342493,0.0003319226296625,0.0023185462436174,,,
wdbc,logistic_regression,mnar,0.2,0.9754230709517157,0.01567220354891,0.9940708852598796,0.0066368784880348,0.0225787297575027,0.011174225335873,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,simple,,,0.0,-0.0013089519026302,0.0026933182572018,,,
wdbc,logistic_regression,mnar,0.3,0.9684055270920664,0.0170737704652634,0.9932742016266418,0.0069995561525163,0.0237726697981462,0.0087431290993096,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,simple,,,-0.0070175438596491,-0.002105635535868,0.0038872582978453,,,
wdbc,logistic_regression,mnar,0.5,0.9631423691973297,0.0168408633745767,0.992941629102782,0.0060856432600122,0.0251067112015549,0.0101659946777612,,,,wdbc_logreg_mnar_imputer_compare_summary.csv,simple,,,-0.0122807017543859,-0.0024382080597278,0.0052212997012541,,,
wdbc,logistic_regression,mcar,0.1,0.9754230709517157,0.0143925184611641,0.9953108833881844,0.0061629157370857,0.0214218970056669,0.0082163405575432,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0323078037671386,0.0064199587467653,-2.220446049250313e-17,-6.895377432554195e-05,0.0015364855053661,0.0009497945873214,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.2,0.971914299021891,0.0129821039238,0.9943871671025292,0.0071964220238758,0.0218308325922097,0.0090217268694983,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0297166910613399,0.0092783985786528,-0.0035087719298245,-0.0009926700599808,0.0019454210919089,-0.0016413181184772,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.3,0.966651141127154,0.0199792641860203,0.9945774561234764,0.0072594104376681,0.0227118955401357,0.0087267260957688,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0378057599698319,0.0116475882409011,-0.0087719298245614,-0.0008023810390334,0.0028264840398348,0.0064477507900147,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.5,0.9508150908244062,0.0098929792783487,0.9908258118911574,0.0091011302620126,0.0332148194579971,0.0062192963163671,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0464336396613962,0.0101688452833843,-0.0246079801273094,-0.0045540252713524,0.0133294079576963,0.015075630481579,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.1,0.9701599130569788,0.0170757644740154,0.9946589311926683,0.0058372364547827,0.0212479518661676,0.0081720891676243,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0347477918716046,0.0115579760632848,-0.0052631578947368,-0.0007209059698414,0.0013625403658667,0.0033897826917874,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.2,0.966651141127154,0.0235173234682192,0.9921680167135458,0.0065215480931681,0.0240535170191581,0.0102202873619266,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0373613111460256,0.0121412224240631,-0.0087719298245614,-0.0032118204489642,0.0041681055188572,0.0060033019662084,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.3,0.966651141127154,0.0209199515735173,0.9941276860127172,0.0054924336232728,0.0232424634206927,0.0083288074108571,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0335882591234694,0.0110483821906263,-0.0087719298245614,-0.0012521511497928,0.0033570519203919,0.0022302499436522,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.5,0.9578326346840552,0.0226819976175057,0.9957735430671888,0.0044200579063015,0.0280540717773977,0.0067499413853165,,,,wdbc_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0397505796824343,0.0122937726380323,-0.0175904362676603,0.0003937059046787,0.0081686602770968,0.0083925705026171,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.1,0.8333333333333334,0.0796511598800243,0.8949999999999999,0.045892218065946,0.1329314462513425,0.0381803077341934,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1251365590283406,0.0209243214977448,-0.0037037037037036,-0.0016666666666667,0.0049339503461372,0.0067175402379186,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.2,0.8074074074074075,0.0912870929175277,0.881111111111111,0.0434635685387596,0.1375604344714952,0.0373031774368866,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1255772759308684,0.0410506859755029,-0.0296296296296296,-0.0155555555555556,0.00956293856629,0.0071582571404465,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.3,0.7962962962962963,0.0858668379212565,0.8761111111111111,0.051551918573822,0.1420913398462218,0.04220861249678,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1236316093205002,0.0224384575210246,-0.0407407407407407,-0.0205555555555555,0.0140938439410166,0.0052125905300783,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.5,0.7666666666666666,0.0747652934747642,0.8375,0.077155246735173,0.1580355750534702,0.0423226698255174,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1195584537350301,0.0188874883982118,-0.0703703703703703,-0.0591666666666666,0.030038079148265,0.0011394349446082,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.1,0.825925925925926,0.0700284088932927,0.8880555555555556,0.0355539279141342,0.1350481273872426,0.0340341517721398,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1034235259359281,0.0178032316477848,-0.011111111111111,-0.0086111111111111,0.0070506314820374,-0.0149954928544937,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.2,0.8,0.0901530477380598,0.8761111111111111,0.0411472251288282,0.1399224123953515,0.0331939979196749,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1377619252407052,0.0390955311664642,-0.037037037037037,-0.0205555555555555,0.0119249164901462,0.0193429064502833,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.3,0.7777777777777778,0.0858668379212565,0.8380555555555557,0.0757078224671404,0.1671898381810202,0.046212373446647,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1552198036035713,0.059046714325903,-0.0592592592592592,-0.0586111111111111,0.039192342275815,0.0368007848131494,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.5,0.737037037037037,0.0721984766282145,0.7833333333333333,0.0791179187145894,0.1852461894683413,0.0408422099060024,,,,statlog_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1734498860095749,0.0282219280007749,-0.0999999999999999,-0.1133333333333333,0.0572486935631361,0.055030867219153,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.1,0.8333333333333334,0.0796511598800243,0.8949999999999999,0.045892218065946,0.1329314462513425,0.0381803077341934,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1251365590283406,0.0209243214977448,-0.0037037037037036,-0.0016666666666667,0.0049339503461372,0.0067175402379186,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.2,0.8074074074074075,0.0912870929175277,0.881111111111111,0.0434635685387596,0.1375604344714952,0.0373031774368866,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1255772759308684,0.0410506859755029,-0.0296296296296296,-0.0155555555555556,0.00956293856629,0.0071582571404465,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.3,0.7962962962962963,0.0858668379212565,0.8761111111111111,0.051551918573822,0.1420913398462218,0.04220861249678,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1236316093205002,0.0224384575210246,-0.0407407407407407,-0.0205555555555555,0.0140938439410166,0.0052125905300783,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.5,0.7666666666666666,0.0747652934747642,0.8375,0.077155246735173,0.1580355750534702,0.0423226698255174,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1195584537350301,0.0188874883982118,-0.0703703703703703,-0.0591666666666666,0.030038079148265,0.0011394349446082,clean_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.1,0.825925925925926,0.0700284088932927,0.8880555555555556,0.0355539279141342,0.1350481273872426,0.0340341517721398,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1034235259359281,0.0178032316477848,-0.011111111111111,-0.0086111111111111,0.0070506314820374,-0.0149954928544937,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.2,0.8,0.0901530477380598,0.8761111111111111,0.0411472251288282,0.1399224123953515,0.0331939979196749,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1377619252407052,0.0390955311664642,-0.037037037037037,-0.0205555555555555,0.0119249164901462,0.0193429064502833,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.3,0.7777777777777778,0.0858668379212565,0.8380555555555557,0.0757078224671404,0.1671898381810202,0.046212373446647,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1552198036035713,0.059046714325903,-0.0592592592592592,-0.0586111111111111,0.039192342275815,0.0368007848131494,corrupt_train_corrupt_test,
statlog_heart,logistic_regression,mcar,0.5,0.737037037037037,0.0721984766282145,0.7833333333333333,0.0791179187145894,0.1852461894683413,0.0408422099060024,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.1734498860095749,0.0282219280007749,-0.0999999999999999,-0.1133333333333333,0.0572486935631361,0.055030867219153,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.1,0.9754230709517157,0.0143925184611641,0.9953108833881844,0.0061629157370857,0.0214218970056669,0.0082163405575432,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0323078037671386,0.0064199587467653,-2.220446049250313e-17,-6.895377432554195e-05,0.0015364855053661,0.0009497945873214,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.2,0.971914299021891,0.0129821039238,0.9943871671025292,0.0071964220238758,0.0218308325922097,0.0090217268694983,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0297166910613399,0.0092783985786528,-0.0035087719298245,-0.0009926700599808,0.0019454210919089,-0.0016413181184772,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.3,0.966651141127154,0.0199792641860203,0.9945774561234764,0.0072594104376681,0.0227118955401357,0.0087267260957688,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0378057599698319,0.0116475882409011,-0.0087719298245614,-0.0008023810390334,0.0028264840398348,0.0064477507900147,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.5,0.9508150908244062,0.0098929792783487,0.9908258118911574,0.0091011302620126,0.0332148194579971,0.0062192963163671,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0464336396613962,0.0101688452833843,-0.0246079801273094,-0.0045540252713524,0.0133294079576963,0.015075630481579,clean_train_corrupt_test,
wdbc,logistic_regression,mcar,0.1,0.9701599130569788,0.0170757644740154,0.9946589311926683,0.0058372364547827,0.0212479518661676,0.0081720891676243,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0347477918716046,0.0115579760632848,-0.0052631578947368,-0.0007209059698414,0.0013625403658667,0.0033897826917874,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.2,0.966651141127154,0.0235173234682192,0.9921680167135458,0.0065215480931681,0.0240535170191581,0.0102202873619266,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0373613111460256,0.0121412224240631,-0.0087719298245614,-0.0032118204489642,0.0041681055188572,0.0060033019662084,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.3,0.966651141127154,0.0209199515735173,0.9941276860127172,0.0054924336232728,0.0232424634206927,0.0083288074108571,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0335882591234694,0.0110483821906263,-0.0087719298245614,-0.0012521511497928,0.0033570519203919,0.0022302499436522,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.5,0.9578326346840552,0.0226819976175057,0.9957735430671888,0.0044200579063015,0.0280540717773977,0.0067499413853165,,,,combined_logreg_iterative_mcar_regime_compare_summary.csv,iterative,0.0397505796824343,0.0122937726380323,-0.0175904362676603,0.0003937059046787,0.0081686602770968,0.0083925705026171,corrupt_train_corrupt_test,
wdbc,logistic_regression,mcar,0.1,0.9683744760130416,0.0132806448718135,0.9938593230355433,0.0076020686547237,0.0243150630334022,0.0088166768678624,,,,wdbc_logreg_mcar_indicator_compare_summary.csv,,0.0334775833970488,0.0067901585537969,-0.0070485949386741,-0.0015205141269667,0.0044296515331013,0.0021195742172316,,simple
