dataset,model,mechanism,fold,rate,train_actual_rate,test_actual_rate,clean_accuracy,clean_roc_auc,clean_brier,accuracy,roc_auc,brier,accuracy_change,roc_auc_change,brier_change
wdbc,random_forest,mnar,0,0.1,0.09758241758241758,0.1,0.9649122807017544,0.998689813298395,0.025110526315789475,0.9649122807017544,0.9975433999344907,0.02713135964912281,0.0,-0.0011464133639043084,0.002020833333333333
wdbc,random_forest,mnar,0,0.2,0.20395604395604397,0.20877192982456141,0.9649122807017544,0.998689813298395,0.025110526315789475,0.9649122807017544,0.9981984932852931,0.02666469298245614,0.0,-0.0004913200131019257,0.0015541666666666655
wdbc,random_forest,mnar,0,0.3,0.2945054945054945,0.30350877192982456,0.9649122807017544,0.998689813298395,0.025110526315789475,0.9736842105263158,0.998689813298395,0.02388552631578948,0.00877192982456143,0.0,-0.001224999999999997
wdbc,random_forest,mnar,0,0.5,0.48747252747252745,0.49298245614035086,0.9649122807017544,0.998689813298395,0.025110526315789475,0.9649122807017544,0.9983622666229939,0.024931798245614038,0.0,-0.0003275466754011358,-0.0001787280701754379
wdbc,random_forest,mnar,1,0.1,0.1010989010989011,0.10877192982456141,0.9385964912280702,0.976580412708811,0.0442188596491228,0.9298245614035088,0.9770717327219129,0.04102149122807018,-0.00877192982456143,0.0004913200131019257,-0.0031973684210526224
wdbc,random_forest,mnar,1,0.2,0.20043956043956043,0.18421052631578946,0.9385964912280702,0.976580412708811,0.0442188596491228,0.9298245614035088,0.9782181460858173,0.04163092105263158,-0.00877192982456143,0.0016377333770062341,-0.0025879385964912224
wdbc,random_forest,mnar,1,0.3,0.2967032967032967,0.2964912280701754,0.9385964912280702,0.976580412708811,0.0442188596491228,0.9385964912280702,0.9850966262692434,0.04196184210526316,0.0,0.008516213560432417,-0.002257017543859645
wdbc,random_forest,mnar,1,0.5,0.4949450549450549,0.48771929824561405,0.9385964912280702,0.976580412708811,0.0442188596491228,0.9473684210526315,0.988699639698657,0.043179166666666664,0.00877192982456132,0.012119226989846021,-0.001039692982456139
wdbc,random_forest,mnar,2,0.1,0.09758241758241758,0.10175438596491228,0.956140350877193,0.9857804232804233,0.0340796052631579,0.956140350877193,0.9857804232804233,0.03452697368421053,0.0,0.0,0.0004473684210526338
wdbc,random_forest,mnar,2,0.2,0.20659340659340658,0.2,0.956140350877193,0.9857804232804233,0.0340796052631579,0.9473684210526315,0.9851190476190476,0.03801557017543861,-0.00877192982456143,-0.000661375661375696,0.0039359649122807094
wdbc,random_forest,mnar,2,0.3,0.31824175824175827,0.312280701754386,0.956140350877193,0.9857804232804233,0.0340796052631579,0.9473684210526315,0.9874338624338623,0.039407675438596496,-0.00877192982456143,0.0016534391534390736,0.005328070175438598
wdbc,random_forest,mnar,2,0.5,0.5068131868131868,0.512280701754386,0.956140350877193,0.9857804232804233,0.0340796052631579,0.9473684210526315,0.9877645502645502,0.03948662280701754,-0.00877192982456143,0.001984126984126977,0.005407017543859645
wdbc,random_forest,mnar,3,0.1,0.10197802197802198,0.10701754385964912,0.9473684210526315,0.994047619047619,0.03719407894736842,0.9385964912280702,0.9940476190476191,0.0363155701754386,-0.00877192982456132,1.1102230246251565e-16,-0.0008785087719298187
wdbc,random_forest,mnar,3,0.2,0.2057142857142857,0.18771929824561404,0.9473684210526315,0.994047619047619,0.03719407894736842,0.9473684210526315,0.9937169312169312,0.03782850877192982,0.0,-0.0003306878306877925,0.0006344298245614041
wdbc,random_forest,mnar,3,0.3,0.316043956043956,0.2719298245614035,0.9473684210526315,0.994047619047619,0.03719407894736842,0.9385964912280702,0.9933862433862434,0.039499561403508784,-0.00877192982456132,-0.000661375661375585,0.002305482456140366
wdbc,random_forest,mnar,3,0.5,0.52,0.47192982456140353,0.9473684210526315,0.994047619047619,0.03719407894736842,0.9385964912280702,0.9925595238095238,0.04046008771929825,-0.00877192982456132,-0.0014880952380951218,0.0032660087719298334
wdbc,random_forest,mnar,4,0.1,0.09824561403508772,0.10088495575221239,0.9646017699115044,0.9927900737759893,0.027384292035398227,0.9646017699115044,0.9926224010731053,0.027471238938053092,0.0,-0.00016767270288398084,8.694690265486499e-05
wdbc,random_forest,mnar,4,0.2,0.2043859649122807,0.20707964601769913,0.9646017699115044,0.9927900737759893,0.027384292035398227,0.9646017699115044,0.993963782696177,0.027878539823008846,0.0,0.0011737089201877549,0.0004942477876106188
wdbc,random_forest,mnar,4,0.3,0.3030701754385965,0.2938053097345133,0.9646017699115044,0.9927900737759893,0.027384292035398227,0.9646017699115044,0.9914486921529175,0.027913495575221242,0.0,-0.0013413816230717357,0.0005292035398230151
wdbc,random_forest,mnar,4,0.5,0.5135964912280702,0.47079646017699117,0.9646017699115044,0.9927900737759893,0.027384292035398227,0.9646017699115044,0.9919517102615694,0.028796017699115044,0.0,-0.0008383635144199042,0.0014117256637168167
